caseid,panid,week,brand,decision,regpr,pcut,disp,feat
611,15208132,966,4,0,6.59,0,0,0
612,15208132,968,1,0,7.064,0,0,0
612,15208132,968,2,0,4.598,0.227,0,0
612,15208132,968,3,0,7.005,0.441,1,0
612,15208132,968,4,1,6.59,0,1,0
613,15208132,1001,1,0,7.095,0,0,0
613,15208132,1001,2,0,4.723,0,0,0
613,15208132,1001,3,1,7.058,0,1,1
613,15208132,1001,4,0,6.65,0,0,0
614,15208132,1010,1,0,7.216,0.932,0,0
614,15208132,1010,2,0,4.955,0.148,0,0
614,15208132,1010,3,1,7.783,0.391,1,1
614,15208132,1010,4,0,6.79,0,0,0
615,15208132,1037,1,0,7.647,0,0,0
615,15208132,1037,2,0,5.028,0,1,1
615,15208132,1037,3,1,7.803,0,1,0
615,15208132,1037,4,0,6.79,0,0,0
616,15208371,979,1,1,6.925,0.118,1,0
616,15208371,979,2,0,4.701,0,0,0
616,15208371,979,3,0,6.93,0,1,1
616,15208371,979,4,0,6.59,0,0,0
617,15208371,1006,1,0,7.195,0.19,0,0
617,15208371,1006,2,1,4.8,0.073,1,1
617,15208371,1006,3,0,7.106,0,0,0
617,15208371,1006,4,0,6.65,0,0,0
618,15208413,977,1,0,6.807,0,0,0
618,15208413,977,2,0,4.679,0,1,0
618,15208413,977,3,0,7.072,0,0,0
618,15208413,977,4,1,6.59,0,0,0
619,15208413,978,1,0,6.925,0.118,1,1
619,15208413,978,2,0,4.682,0,0,0
619,15208413,978,3,1,7.063,0,0,0
619,15208413,978,4,0,6.59,0,0,0
620,15208413,982,1,1,6.925,0.118,1,0
620,15208413,982,2,0,4.701,0,0,1
620,15208413,982,3,0,7.063,0,0,0
620,15208413,982,4,0,6.59,0,0,0
621,15208413,985,1,0,6.827,0,1,1
621,15208413,985,2,0,4.701,0,0,0
621,15208413,985,3,1,7.063,0,1,0
621,15208413,985,4,0,6.59,0,0,0
622,15208413,990,1,0,6.827,0,0,0
622,15208413,990,2,1,4.646,0,1,1
622,15208413,990,3,0,7.399,0,0,0
622,15208413,990,4,0,6.59,0,0,0
623,15208413,1010,1,0,7.216,0.932,0,0
623,15208413,1010,2,0,4.955,0.148,0,0
623,15208413,1010,3,1,7.783,0.391,1,1
623,15208413,1010,4,0,6.79,0,0,0
624,15209296,985,1,0,6.827,0,1,1
624,15209296,985,2,0,4.701,0,0,0
624,15209296,985,3,1,7.063,0,1,0
624,15209296,985,4,0,6.59,0,0,0
625,15209296,991,1,0,6.827,0,0,0
625,15209296,991,2,1,4.645,0,0,0
625,15209296,991,3,0,7.399,0,0,0
625,15209296,991,4,0,6.59,0,0,0
626,15209296,1000,1,0,6.913,0,0,0
626,15209296,1000,2,1,4.704,0,0,0
626,15209296,1000,3,0,7.058,0,0,0
626,15209296,1000,4,0,6.65,0,0,0
627,15209296,1017,1,0,7.2,0.532,1,0
627,15209296,1017,2,1,4.824,0.157,1,1
627,15209296,1017,3,0,7.803,0,0,0
627,15209296,1017,4,0,6.79,0,0,0
628,15209486,979,1,0,6.925,0.118,1,0
628,15209486,979,2,0,4.701,0,0,0
628,15209486,979,3,1,6.93,0,1,1
628,15209486,979,4,0,6.59,0,0,0
629,15209486,993,1,0,6.852,0,0,0
629,15209486,993,2,1,4.65,0,1,0
629,15209486,993,3,0,7.337,0,0,0
629,15209486,993,4,0,6.507,0,1,1
630,15209700,965,1,0,7.079,0.384,0,0
630,15209700,965,2,0,4.231,0.3,0,0
630,15209700,965,3,1,7.014,0,1,0
630,15209700,965,4,0,6.59,0,0,0
631,15209791,1014,1,1,7.2,0.425,1,1
631,15209791,1014,2,0,4.828,0,1,1
631,15209791,1014,3,0,7.803,0,0,0
631,15209791,1014,4,0,6.79,0,0,0
632,15210005,925,1,0,7.064,0,0,0
632,15210005,925,2,0,4.121,0,0,0
632,15210005,925,3,0,7.017,0,0,0
632,15210005,925,4,1,6.012,1.022,1,1
633,15210005,968,1,0,7.064,0,0,0
633,15210005,968,2,0,4.598,0.227,0,0
633,15210005,968,3,1,7.005,0.441,1,0
633,15210005,968,4,0,6.59,0,1,0
634,15210005,972,1,0,6.747,0.086,0,0
634,15210005,972,2,0,4.679,0,0,0
634,15210005,972,3,1,7.072,0,1,1
634,15210005,972,4,0,6.59,0,0,0
635,15210005,976,1,0,6.925,0.118,0,0
635,15210005,976,2,0,4.679,0,1,0
635,15210005,976,3,0,7.072,0,0,0
635,15210005,976,4,1,6.59,0,1,1
636,15210005,1016,1,0,7.2,0.425,1,0
636,15210005,1016,2,0,4.828,0,0,0
636,15210005,1016,3,1,7.803,0,1,1
636,15210005,1016,4,0,6.79,0,0,0
637,15210112,959,1,0,7.064,0,0,0
637,15210112,959,2,1,4.12,0.542,1,1
637,15210112,959,3,0,7.014,0,1,0
637,15210112,959,4,0,6.59,0,0,0
638,15210112,1018,1,1,7.6,0,1,1
638,15210112,1018,2,0,4.827,0.144,1,1
638,15210112,1018,3,0,7.803,0,0,0
638,15210112,1018,4,0,6.79,0,0,0
639,15210757,916,1,0,7.207,0.165,1,0
639,15210757,916,2,0,4.17,0,0,0
639,15210757,916,3,1,6.986,0,1,1
639,15210757,916,4,0,6.045,0,0,0
640,15210757,918,1,0,7.207,0.133,1,0
640,15210757,918,2,0,4.17,0,0,0
640,15210757,918,3,1,6.986,0,1,1
640,15210757,918,4,0,5.99,0,0,0
641,15210757,930,1,0,7.064,0,0,0
641,15210757,930,2,1,4.121,0,1,1
641,15210757,930,3,0,7.017,0,0,0
641,15210757,930,4,0,5.825,0,0,0
642,15210757,947,1,0,7.064,0,0,0
642,15210757,947,2,1,4.125,0,1,1
642,15210757,947,3,0,7.014,0,0,0
642,15210757,947,4,0,6.59,0,0,0
643,15210757,953,1,0,7.062,0.127,0,0
643,15210757,953,2,0,4.125,0,0,0
643,15210757,953,3,1,7.014,0,1,0
643,15210757,953,4,0,6.59,0,0,0
644,15210757,970,1,0,6.747,0.068,1,1
644,15210757,970,2,1,4.598,0,0,0
644,15210757,970,3,0,7.072,0,0,1
644,15210757,970,4,0,6.59,0,0,0
645,15210757,978,1,0,6.925,0.118,1,1
645,15210757,978,2,0,4.682,0,0,0
645,15210757,978,3,1,7.063,0,0,0
645,15210757,978,4,0,6.59,0,0,0
646,15210757,988,1,0,6.827,0,0,0
646,15210757,988,2,1,4.665,0,1,1
646,15210757,988,3,0,7.063,0,1,0
646,15210757,988,4,0,6.593,0.593,1,0
647,15210757,997,1,0,6.902,0.589,1,0
647,15210757,997,2,0,4.776,0,0,0
647,15210757,997,3,1,7.106,0.048,1,1
647,15210757,997,4,0,6.65,0,0,0
648,15210757,1001,1,0,7.095,0,0,0
648,15210757,1001,2,0,4.723,0,0,0
648,15210757,1001,3,1,7.058,0,1,1
648,15210757,1001,4,0,6.65,0,0,0
649,15210757,1009,1,1,7.279,0.684,1,1
649,15210757,1009,2,0,4.841,0.168,0,0
649,15210757,1009,3,0,7.789,0,0,0
649,15210757,1009,4,0,6.79,0,0,0
650,15210757,1010,1,0,7.216,0.932,0,0
650,15210757,1010,2,0,4.955,0.148,0,0
650,15210757,1010,3,1,7.783,0.391,1,1
650,15210757,1010,4,0,6.79,0,0,0
651,15210757,1018,1,0,7.6,0,1,1
651,15210757,1018,2,1,4.827,0.144,1,1
651,15210757,1018,3,0,7.803,0,0,0
651,15210757,1018,4,0,6.79,0,0,0
652,15210757,1025,1,0,7.769,0.171,1,0
652,15210757,1025,2,1,5.028,0,0,0
652,15210757,1025,3,0,7.803,0,0,0
652,15210757,1025,4,0,6.79,0,0,0
653,15210757,1033,1,0,7.647,0,0,0
653,15210757,1033,2,1,5.028,0,1,1
653,15210757,1033,3,0,7.803,0,0,0
653,15210757,1033,4,0,6.79,0,0,0
654,15210765,1036,1,1,7.647,0,1,0
654,15210765,1036,2,0,5.028,0,0,0
654,15210765,1036,3,0,7.803,0,1,1
654,15210765,1036,4,0,6.79,0,0,0
655,15210765,1038,1,1,7.647,0,1,1
655,15210765,1038,2,0,5.028,0,1,0
655,15210765,1038,3,0,7.803,0,0,0
655,15210765,1038,4,0,6.79,0,0,0
656,15210781,958,1,0,7.064,0,0,0
656,15210781,958,2,0,4.125,0,0,0
656,15210781,958,3,1,7.014,0,1,0
656,15210781,958,4,0,6.59,0,1,1
657,15210781,959,1,0,7.064,0,0,0
657,15210781,959,2,0,4.12,0.542,1,1
657,15210781,959,3,1,7.014,0,1,0
657,15210781,959,4,0,6.59,0,0,0
658,15210781,979,1,0,6.925,0.118,1,0
658,15210781,979,2,0,4.701,0,0,0
658,15210781,979,3,1,6.93,0,1,1
658,15210781,979,4,0,6.59,0,0,0
659,15210781,997,1,0,6.902,0.589,1,0
659,15210781,997,2,0,4.776,0,0,0
659,15210781,997,3,1,7.106,0.048,1,1
659,15210781,997,4,0,6.65,0,0,0
660,15210781,1005,1,0,7.198,1.217,0,0
660,15210781,1005,2,0,4.723,0,0,0
660,15210781,1005,3,1,7.058,0,1,1
660,15210781,1005,4,0,6.65,0,0,0
661,15210864,919,1,1,7.156,0.114,1,1
661,15210864,919,2,0,4.17,0,0,0
661,15210864,919,3,0,6.986,0,0,0
661,15210864,919,4,0,5.99,0,0,0
662,15210864,925,1,0,7.064,0,0,0
662,15210864,925,2,0,4.121,0,0,0
662,15210864,925,3,0,7.017,0,0,0
662,15210864,925,4,1,6.012,1.022,1,1
663,15210864,944,1,1,7.064,0.088,1,0
663,15210864,944,2,0,4.125,0.073,1,0
663,15210864,944,3,0,7.014,0,0,1
663,15210864,944,4,0,5.99,0,0,0
664,15210864,964,1,1,7.077,0.436,1,1
664,15210864,964,2,0,4.234,0,0,0
664,15210864,964,3,0,7.014,0,0,0
664,15210864,964,4,0,6.59,0,0,0
665,15210864,979,1,1,6.925,0.118,1,0
665,15210864,979,2,0,4.701,0,0,0
665,15210864,979,3,0,6.93,0,1,1
665,15210864,979,4,0,6.59,0,0,0
666,15210864,985,1,1,6.827,0,1,1
666,15210864,985,2,0,4.701,0,0,0
666,15210864,985,3,0,7.063,0,1,0
666,15210864,985,4,0,6.59,0,0,0
667,15210864,1022,1,1,7.769,0.142,1,1
667,15210864,1022,2,0,5.028,0,0,0
667,15210864,1022,3,0,7.803,0,0,0
667,15210864,1022,4,0,6.79,0,0,0
668,15212902,979,1,0,6.925,0.118,1,0
668,15212902,979,2,0,4.701,0,0,0
668,15212902,979,3,1,6.93,0,1,1
668,15212902,979,4,0,6.59,0,0,0
669,15212936,940,1,0,7.064,0,0,0
669,15212936,940,2,0,4.125,0,0,0
669,15212936,940,3,1,7.014,0,1,1
669,15212936,940,4,0,5.99,0,0,0
670,15212936,978,1,1,6.925,0.118,1,1
670,15212936,978,2,0,4.682,0,0,0
670,15212936,978,3,0,7.063,0,0,0
670,15212936,978,4,0,6.59,0,0,0
671,15213520,1011,1,0,7.219,0.206,0,0
671,15213520,1011,2,0,4.854,0.168,1,1
671,15213520,1011,3,1,7.783,0.391,0,0
671,15213520,1011,4,0,6.79,0,0,0
672,15216333,922,1,1,7.156,0.114,1,1
672,15216333,922,2,0,4.17,0,0,0
672,15216333,922,3,0,7.017,0,0,0
672,15216333,922,4,0,5.99,0,0,1
673,15216333,927,1,0,7.064,0,1,0
673,15216333,927,2,0,4.121,0,0,0
673,15216333,927,3,1,7,0.061,1,1
673,15216333,927,4,0,5.99,0,0,0
674,15216333,951,1,0,7.071,0.265,1,0
674,15216333,951,2,0,4.125,0,0,1
674,15216333,951,3,1,7.014,0,0,0
674,15216333,951,4,0,6.59,0,0,0
675,15216333,1007,1,0,7.405,0.106,0,1
675,15216333,1007,2,0,4.811,0.168,1,0
675,15216333,1007,3,1,7.511,0,0,0
675,15216333,1007,4,0,6.69,0,0,0
676,15216598,941,1,1,7.064,0,1,1
676,15216598,941,2,0,4.125,0,0,0
676,15216598,941,3,0,7.014,0,1,0
676,15216598,941,4,0,5.99,0,0,0
677,15216598,947,1,0,7.064,0,0,0
677,15216598,947,2,1,4.125,0,1,1
677,15216598,947,3,0,7.014,0,0,0
677,15216598,947,4,0,6.59,0,0,0
678,15216598,1018,1,1,7.6,0,1,1
678,15216598,1018,2,0,4.827,0.144,1,1
678,15216598,1018,3,0,7.803,0,0,0
678,15216598,1018,4,0,6.79,0,0,0
679,15216598,1033,1,0,7.647,0,0,0
679,15216598,1033,2,1,5.028,0,1,1
679,15216598,1033,3,0,7.803,0,0,0
679,15216598,1033,4,0,6.79,0,0,0
680,15216697,941,1,1,7.064,0,1,1
680,15216697,941,2,0,4.125,0,0,0
680,15216697,941,3,0,7.014,0,1,0
680,15216697,941,4,0,5.99,0,0,0
681,15216697,961,1,1,7.064,0.254,1,1
681,15216697,961,2,0,4.234,0,0,0
681,15216697,961,3,0,7.014,0,0,0
681,15216697,961,4,0,6.59,0,0,0
682,15216697,979,1,0,6.925,0.118,1,0
682,15216697,979,2,0,4.701,0,0,0
682,15216697,979,3,1,6.93,0,1,1
682,15216697,979,4,0,6.59,0,0,0
683,15216697,994,1,1,6.913,0,1,1
683,15216697,994,2,0,4.715,0,0,0
683,15216697,994,3,0,7.106,0.048,0,0
683,15216697,994,4,0,6.5,0,1,0
684,15216697,1010,1,0,7.216,0.932,0,0
684,15216697,1010,2,0,4.955,0.148,0,0
684,15216697,1010,3,1,7.783,0.391,1,1
684,15216697,1010,4,0,6.79,0,0,0
685,15216770,967,1,0,7.068,0.225,0,0
685,15216770,967,2,0,4.5,0.369,0,0
685,15216770,967,3,1,7.019,1.205,1,1
685,15216770,967,4,0,6.59,0,1,1
686,15216770,972,1,0,6.747,0.086,0,0
686,15216770,972,2,0,4.679,0,0,0
686,15216770,972,3,1,7.072,0,1,1
686,15216770,972,4,0,6.59,0,0,0
687,15217562,912,1,0,7.344,0.302,1,0
687,15217562,912,2,1,4.379,0.239,1,1
687,15217562,912,3,0,6.96,0.307,0,0
687,15217562,912,4,0,6.045,0,0,0
688,15217562,932,1,0,7.064,0,0,0
688,15217562,932,2,0,4.121,0.073,1,0
688,15217562,932,3,1,7.017,0.09,1,1
688,15217562,932,4,0,5.71,0,1,1
689,15217562,936,1,1,7.064,0,1,1
689,15217562,936,2,0,4.121,0,0,0
689,15217562,936,3,0,7.014,0,0,0
689,15217562,936,4,0,5.94,0,0,0
690,15217562,951,1,0,7.071,0.265,1,0
690,15217562,951,2,1,4.125,0,0,1
690,15217562,951,3,0,7.014,0,0,0
690,15217562,951,4,0,6.59,0,0,0
691,15217562,953,1,0,7.062,0.127,0,0
691,15217562,953,2,0,4.125,0,0,0
691,15217562,953,3,1,7.014,0,1,0
691,15217562,953,4,0,6.59,0,0,0
692,15217562,958,1,0,7.064,0,0,0
692,15217562,958,2,0,4.125,0,0,0
692,15217562,958,3,1,7.014,0,1,0
692,15217562,958,4,0,6.59,0,1,1
693,15217562,972,1,0,6.747,0.086,0,0
693,15217562,972,2,0,4.679,0,0,0
693,15217562,972,3,1,7.072,0,1,1
693,15217562,972,4,0,6.59,0,0,0
694,15217562,976,1,0,6.925,0.118,0,0
694,15217562,976,2,0,4.679,0,1,0
694,15217562,976,3,0,7.072,0,0,0
694,15217562,976,4,1,6.59,0,1,1
695,15217562,985,1,1,6.827,0,1,1
695,15217562,985,2,0,4.701,0,0,0
695,15217562,985,3,0,7.063,0,1,0
695,15217562,985,4,0,6.59,0,0,0
696,15217562,988,1,0,6.827,0,0,0
696,15217562,988,2,1,4.665,0,1,1
696,15217562,988,3,0,7.063,0,1,0
696,15217562,988,4,0,6.593,0.593,1,0
697,15217562,997,1,0,6.902,0.589,1,0
697,15217562,997,2,0,4.776,0,0,0
697,15217562,997,3,1,7.106,0.048,1,1
697,15217562,997,4,0,6.65,0,0,0
698,15217562,1001,1,0,7.095,0,0,0
698,15217562,1001,2,0,4.723,0,0,0
698,15217562,1001,3,1,7.058,0,1,1
698,15217562,1001,4,0,6.65,0,0,0
699,15217570,941,1,1,7.064,0,1,1
699,15217570,941,2,0,4.125,0,0,0
699,15217570,941,3,0,7.014,0,1,0
699,15217570,941,4,0,5.99,0,0,0
700,15217570,979,1,1,6.925,0.118,1,0
700,15217570,979,2,0,4.701,0,0,0
700,15217570,979,3,0,6.93,0,1,1
700,15217570,979,4,0,6.59,0,0,0
701,15217570,995,1,1,6.913,0,1,0
701,15217570,995,2,0,4.753,0,0,0
701,15217570,995,3,0,7.106,0.048,0,0
701,15217570,995,4,0,6.6,0,0,0
702,15217570,1035,1,1,7.647,0,1,1
702,15217570,1035,2,0,5.028,0,0,0
702,15217570,1035,3,0,7.803,0,0,0
702,15217570,1035,4,0,6.79,0,0,0
703,15218016,909,1,0,7.344,0.302,1,0
703,15218016,909,2,0,4.379,0.239,1,0
703,15218016,909,3,1,6.972,0.283,1,1
703,15218016,909,4,0,6.045,0,0,0
704,15218016,932,1,0,7.064,0,0,0
704,15218016,932,2,0,4.121,0.073,1,0
704,15218016,932,3,1,7.017,0.09,1,1
704,15218016,932,4,0,5.71,0,1,1
705,15218016,957,1,0,7.064,0,0,0
705,15218016,957,2,0,4.125,0,0,0
705,15218016,957,3,1,7.014,0,0,1
705,15218016,957,4,0,6.59,0,0,0
706,15218016,998,1,0,6.853,0.083,0,0
706,15218016,998,2,0,4.694,0,1,1
706,15218016,998,3,1,7.106,0.048,1,0
706,15218016,998,4,0,6.65,0,0,0
707,15218016,1031,1,0,7.769,0.142,0,0
707,15218016,1031,2,0,5.027,0.201,0,0
707,15218016,1031,3,0,7.803,0,1,1
707,15218016,1031,4,1,6.79,0,0,0
708,15218164,915,1,1,7.207,0.165,1,0
708,15218164,915,2,0,4.17,0,0,0
708,15218164,915,3,0,6.967,0,1,1
708,15218164,915,4,0,6.045,0,0,0
709,15218164,916,1,0,7.207,0.165,1,0
709,15218164,916,2,0,4.17,0,0,0
709,15218164,916,3,1,6.986,0,1,1
709,15218164,916,4,0,6.045,0,0,0
710,15218164,927,1,0,7.064,0,1,0
710,15218164,927,2,0,4.121,0,0,0
710,15218164,927,3,1,7,0.061,1,1
710,15218164,927,4,0,5.99,0,0,0
711,15218164,930,1,0,7.064,0,0,0
711,15218164,930,2,1,4.121,0,1,1
711,15218164,930,3,0,7.017,0,0,0
711,15218164,930,4,0,5.825,0,0,0
712,15218164,936,1,1,7.064,0,1,1
712,15218164,936,2,0,4.121,0,0,0
712,15218164,936,3,0,7.014,0,0,0
712,15218164,936,4,0,5.94,0,0,0
713,15218164,941,1,0,7.064,0,1,1
713,15218164,941,2,0,4.125,0,0,0
713,15218164,941,3,1,7.014,0,1,0
713,15218164,941,4,0,5.99,0,0,0
714,15218164,942,1,1,7.064,0,0,0
714,15218164,942,2,0,4.125,0,0,0
714,15218164,942,3,0,7.014,0,0,0
714,15218164,942,4,0,5.99,0,0,0
715,15218164,945,1,1,7.064,0,1,0
715,15218164,945,2,0,4.125,0,0,0
715,15218164,945,3,0,7.014,0,1,1
715,15218164,945,4,0,5.99,0,0,0
716,15218164,948,1,0,7.064,0.245,1,1
716,15218164,948,2,1,4.125,0,1,0
716,15218164,948,3,0,7.014,0,0,0
716,15218164,948,4,0,6.59,0,0,0
717,15218164,951,1,1,7.071,0.265,1,0
717,15218164,951,2,0,4.125,0,0,1
717,15218164,951,3,0,7.014,0,0,0
717,15218164,951,4,0,6.59,0,0,0
718,15218164,964,1,1,7.077,0.436,1,1
718,15218164,964,2,0,4.234,0,0,0
718,15218164,964,3,0,7.014,0,0,0
718,15218164,964,4,0,6.59,0,0,0
719,15218164,965,1,1,7.079,0.384,0,0
719,15218164,965,2,0,4.231,0.3,0,0
719,15218164,965,3,0,7.014,0,1,0
719,15218164,965,4,0,6.59,0,0,0
720,15218164,970,1,1,6.747,0.068,1,1
720,15218164,970,2,0,4.598,0,0,0
720,15218164,970,3,0,7.072,0,0,1
720,15218164,970,4,0,6.59,0,0,0
721,15218164,971,1,1,6.747,0.068,1,1
721,15218164,971,2,0,4.598,0.227,0,0
721,15218164,971,3,0,7.072,0,0,0
721,15218164,971,4,0,6.59,0,0,0
722,15218164,973,1,0,6.769,0,0,0
722,15218164,973,2,0,4.679,0,1,0
722,15218164,973,3,1,7.072,0,0,0
722,15218164,973,4,0,6.59,0,0,0
723,15218164,982,1,0,6.925,0.118,1,0
723,15218164,982,2,0,4.701,0,0,1
723,15218164,982,3,1,7.063,0,0,0
723,15218164,982,4,0,6.59,0,0,0
724,15218164,986,1,1,6.827,0,1,0
724,15218164,986,2,0,4.72,0,0,0
724,15218164,986,3,0,7.063,0,0,0
724,15218164,986,4,0,6.59,0,0,0
725,15218164,995,1,1,6.913,0,1,0
725,15218164,995,2,0,4.753,0,0,0
725,15218164,995,3,0,7.106,0.048,0,0
725,15218164,995,4,0,6.6,0,0,0
726,15218164,996,1,1,6.902,0.589,1,1
726,15218164,996,2,0,4.753,0,0,0
726,15218164,996,3,0,7.106,0.048,0,0
726,15218164,996,4,0,6.65,0,0,0
727,15218164,1001,1,0,7.095,0,0,0
727,15218164,1001,2,0,4.723,0,0,0
727,15218164,1001,3,1,7.058,0,1,1
727,15218164,1001,4,0,6.65,0,0,0
728,15218164,1003,1,1,7.198,0.974,0,0
728,15218164,1003,2,0,4.723,0,0,0
728,15218164,1003,3,0,7.058,0,0,0
728,15218164,1003,4,0,6.65,0,0,0
729,15218164,1006,1,0,7.195,0.19,0,0
729,15218164,1006,2,0,4.8,0.073,1,1
729,15218164,1006,3,1,7.106,0,0,0
729,15218164,1006,4,0,6.65,0,0,0
730,15218164,1009,1,1,7.279,0.684,1,1
730,15218164,1009,2,0,4.841,0.168,0,0
730,15218164,1009,3,0,7.789,0,0,0
730,15218164,1009,4,0,6.79,0,0,0
731,15218164,1010,1,1,7.216,0.932,0,0
731,15218164,1010,2,0,4.955,0.148,0,0
731,15218164,1010,3,0,7.783,0.391,1,1
731,15218164,1010,4,0,6.79,0,0,0
732,15218164,1015,1,1,7.2,0.532,1,0
732,15218164,1015,2,0,4.828,0,1,0
732,15218164,1015,3,0,7.803,0,0,0
732,15218164,1015,4,0,6.79,0,0,0
733,15218164,1019,1,1,7.64,0,1,0
733,15218164,1019,2,0,4.827,0.144,0,0
733,15218164,1019,3,0,7.803,0,0,0
733,15218164,1019,4,0,6.79,0,0,0
734,15218164,1030,1,1,7.769,0.171,1,0
734,15218164,1030,2,0,5.019,0.336,0,0
734,15218164,1030,3,0,7.803,0,0,1
734,15218164,1030,4,0,6.79,0,0,0
735,15218164,1036,1,0,7.647,0,1,0
735,15218164,1036,2,0,5.028,0,0,0
735,15218164,1036,3,1,7.803,0,1,1
735,15218164,1036,4,0,6.79,0,0,0
736,15218826,945,1,0,7.064,0,1,0
736,15218826,945,2,0,4.125,0,0,0
736,15218826,945,3,1,7.014,0,1,1
736,15218826,945,4,0,5.99,0,0,0
737,15218826,954,1,0,7.064,0,0,0
737,15218826,954,2,0,4.125,0,0,0
737,15218826,954,3,1,7.014,0,0,0
737,15218826,954,4,0,6.59,0,0,0
738,15218826,965,1,0,7.079,0.384,0,0
738,15218826,965,2,0,4.231,0.3,0,0
738,15218826,965,3,1,7.014,0,1,0
738,15218826,965,4,0,6.59,0,0,0
739,15218826,973,1,0,6.769,0,0,0
739,15218826,973,2,0,4.679,0,1,0
739,15218826,973,3,1,7.072,0,0,0
739,15218826,973,4,0,6.59,0,0,0
740,15218826,978,1,0,6.925,0.118,1,1
740,15218826,978,2,0,4.682,0,0,0
740,15218826,978,3,1,7.063,0,0,0
740,15218826,978,4,0,6.59,0,0,0
741,15218826,1037,1,0,7.647,0,0,0
741,15218826,1037,2,0,5.028,0,1,1
741,15218826,1037,3,1,7.803,0,1,0
741,15218826,1037,4,0,6.79,0,0,0
742,15219014,925,1,0,7.064,0,0,0
742,15219014,925,2,0,4.121,0,0,0
742,15219014,925,3,0,7.017,0,0,0
742,15219014,925,4,1,6.012,1.022,1,1
743,15219162,967,1,0,7.068,0.225,0,0
743,15219162,967,2,0,4.5,0.369,0,0
743,15219162,967,3,1,7.019,1.205,1,1
743,15219162,967,4,0,6.59,0,1,1
744,15220467,930,1,0,7.064,0,0,0
744,15220467,930,2,0,4.121,0,1,1
744,15220467,930,3,1,7.017,0,0,0
744,15220467,930,4,0,5.825,0,0,0
745,15220467,933,1,0,7.064,0,0,0
745,15220467,933,2,0,4.121,0,0,0
745,15220467,933,3,1,7.014,0,1,0
745,15220467,933,4,0,5.99,0,1,0
746,15220467,938,1,0,7.064,0,0,0
746,15220467,938,2,0,4.125,0,0,0
746,15220467,938,3,1,7.014,0,0,0
746,15220467,938,4,0,5.99,0,0,0
747,15220467,994,1,0,6.913,0,1,1
747,15220467,994,2,0,4.715,0,0,0
747,15220467,994,3,1,7.106,0.048,0,0
747,15220467,994,4,0,6.5,0,1,0
748,15220467,1005,1,0,7.198,1.217,0,0
748,15220467,1005,2,0,4.723,0,0,0
748,15220467,1005,3,1,7.058,0,1,1
748,15220467,1005,4,0,6.65,0,0,0
749,15220467,1010,1,0,7.216,0.932,0,0
749,15220467,1010,2,0,4.955,0.148,0,0
749,15220467,1010,3,1,7.783,0.391,1,1
749,15220467,1010,4,0,6.79,0,0,0
750,15220467,1016,1,0,7.2,0.425,1,0
750,15220467,1016,2,0,4.828,0,0,0
750,15220467,1016,3,1,7.803,0,1,1
750,15220467,1016,4,0,6.79,0,0,0
751,15220467,1032,1,0,7.769,0.142,0,0
751,15220467,1032,2,0,5.028,0,1,1
751,15220467,1032,3,1,7.803,0,1,1
751,15220467,1032,4,0,6.79,0,0,0
752,15220764,945,1,0,7.064,0,1,0
752,15220764,945,2,0,4.125,0,0,0
752,15220764,945,3,1,7.014,0,1,1
752,15220764,945,4,0,5.99,0,0,0
753,15220764,967,1,0,7.068,0.225,0,0
753,15220764,967,2,0,4.5,0.369,0,0
753,15220764,967,3,1,7.019,1.205,1,1
753,15220764,967,4,0,6.59,0,1,1
754,15220764,1001,1,0,7.095,0,0,0
754,15220764,1001,2,0,4.723,0,0,0
754,15220764,1001,3,1,7.058,0,1,1
754,15220764,1001,4,0,6.65,0,0,0
755,15221549,1036,1,0,7.647,0,1,0
755,15221549,1036,2,0,5.028,0,0,0
755,15221549,1036,3,1,7.803,0,1,1
755,15221549,1036,4,0,6.79,0,0,0
756,15221564,915,1,0,7.207,0.165,1,0
756,15221564,915,2,0,4.17,0,0,0
756,15221564,915,3,1,6.967,0,1,1
756,15221564,915,4,0,6.045,0,0,0
757,15221564,925,1,0,7.064,0,0,0
757,15221564,925,2,0,4.121,0,0,0
757,15221564,925,3,0,7.017,0,0,0
757,15221564,925,4,1,6.012,1.022,1,1
758,15221564,941,1,0,7.064,0,1,1
758,15221564,941,2,0,4.125,0,0,0
758,15221564,941,3,1,7.014,0,1,0
758,15221564,941,4,0,5.99,0,0,0
759,15221564,965,1,0,7.079,0.384,0,0
759,15221564,965,2,0,4.231,0.3,0,0
759,15221564,965,3,1,7.014,0,1,0
759,15221564,965,4,0,6.59,0,0,0
760,15221564,979,1,0,6.925,0.118,1,0
760,15221564,979,2,0,4.701,0,0,0
760,15221564,979,3,1,6.93,0,1,1
760,15221564,979,4,0,6.59,0,0,0
761,15221564,983,1,0,6.94,0.142,0,0
761,15221564,983,2,0,4.701,0,0,0
761,15221564,983,3,1,7.063,0,1,1
761,15221564,983,4,0,6.59,0,0,0
762,15221895,976,1,0,6.925,0.118,0,0
762,15221895,976,2,0,4.679,0,1,0
762,15221895,976,3,0,7.072,0,0,0
762,15221895,976,4,1,6.59,0,1,1
763,15221895,1028,1,0,7.769,0.122,0,0
763,15221895,1028,2,1,5.019,0.448,1,0
763,15221895,1028,3,0,7.803,0,0,0
763,15221895,1028,4,0,6.79,0,0,0
764,15221952,985,1,0,6.827,0,1,1
764,15221952,985,2,0,4.701,0,0,0
764,15221952,985,3,1,7.063,0,1,0
764,15221952,985,4,0,6.59,0,0,0
